,result,A,2,3,4,5,6,7,8,9,10,J,Q,K
7284,0,4,3,4,4,3,4,4,3,3,3,3,3,4
7285,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7286,0,1,1,0,0,0,0,0,0,1,1,1,1,0
7287,0,1,1,0,1,1,1,0,0,2,2,1,1,0
7288,0,1,2,1,1,1,1,1,1,3,3,1,1,0
7289,1,2,3,1,1,1,1,1,1,3,3,2,2,0
7290,1,2,3,2,1,1,2,3,3,3,3,2,2,0
7291,1,2,4,2,1,2,3,3,4,4,3,2,2,1
7292,0,3,4,2,1,2,4,3,4,4,4,2,3,1
7293,1,3,4,3,2,3,4,3,4,4,4,2,4,2
7294,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7296,1,2,0,2,0,0,1,0,0,1,1,2,1,1
7297,0,3,0,2,1,0,2,0,1,1,1,2,1,2
7298,0,4,0,2,1,0,2,1,1,1,1,3,2,2
7299,0,4,0,3,2,1,2,3,1,2,1,3,2,2
7300,0,4,1,3,2,1,2,3,1,2,4,3,2,3
7301,0,4,3,3,3,1,2,4,1,3,4,3,2,4
7302,0,4,3,4,3,3,3,4,2,3,4,3,3,4
7303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7304,0,0,0,0,0,1,1,0,1,0,0,1,1,0
7305,0,0,0,1,0,2,1,1,1,0,0,1,2,1
7306,0,1,0,1,1,2,1,1,1,0,2,1,3,1
7307,0,2,1,1,2,3,1,1,1,0,2,2,3,1
7308,0,2,2,3,2,3,1,2,1,0,3,2,3,2
7309,0,2,2,3,2,3,1,3,1,1,3,3,3,3
7310,1,3,2,4,2,3,2,3,2,2,3,3,3,3
7311,1,3,2,4,3,3,2,3,3,3,4,3,4,3
7312,0,3,4,4,3,4,4,3,3,3,4,4,4,4
7313,1,1,0,0,1,0,0,1,1,1,0,0,0,1
7314,1,1,0,0,1,0,1,1,2,2,1,0,1,1
7316,0,2,2,1,2,0,2,1,3,3,2,1,2,1
7317,0,2,2,1,3,0,2,2,4,3,2,2,2,2
7318,0,2,2,2,3,1,3,3,4,4,2,2,2,2
7319,1,3,3,3,3,1,3,3,4,4,2,2,3,2
7320,0,4,3,3,3,1,3,3,4,4,3,3,3,3
7321,0,4,3,3,3,3,4,3,4,4,4,3,3,4
7322,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7323,0,1,1,2,0,1,0,0,0,1,0,1,1,1
7324,0,1,2,3,0,1,0,0,0,1,1,2,2,1
7325,0,2,2,3,0,4,1,0,1,1,1,2,2,1
7326,0,2,3,3,0,4,2,1,1,1,1,3,3,1
7327,1,3,3,3,0,4,2,2,2,1,1,4,3,1
7329,1,4,4,3,3,4,3,3,2,1,3,4,4,3
7330,1,4,4,3,4,4,3,4,2,3,3,4,4,4
7331,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7332,0,1,1,1,0,0,1,1,1,0,0,0,1,0
7333,1,1,2,1,2,0,1,1,1,0,0,1,1,1
7334,0,1,2,1,2,0,1,2,1,0,1,1,2,2
7335,0,2,3,1,2,1,1,2,1,1,1,2,2,2
7336,0,2,3,2,2,1,2,2,1,1,2,2,3,2
7337,1,3,3,3,4,3,2,2,1,1,2,2,3,2
7338,0,3,3,4,4,3,2,2,2,1,3,3,4,2
7339,1,3,4,4,4,3,3,3,2,1,3,4,4,3
7340,0,3,4,4,4,3,4,3,4,2,3,4,4,4
7341,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7342,0,0,2,1,1,0,1,0,0,2,0,0,0,0
7343,1,0,3,1,1,2,1,0,1,2,0,1,0,0
7344,0,1,3,3,2,2,1,1,1,2,0,1,0,1
7345,0,2,3,3,2,3,1,1,2,2,1,1,0,1
7346,1,2,3,4,4,4,1,1,3,2,2,1,0,1
7348,0,2,3,4,4,4,1,1,3,3,4,1,3,3
7349,0,2,4,4,4,4,3,2,3,4,4,2,3,3
7350,1,3,4,4,4,4,4,4,4,4,4,2,3,3
7351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7352,1,0,0,0,0,0,0,1,0,0,0,2,1,0
7353,0,1,2,0,1,0,0,2,1,0,0,2,2,0
7354,1,1,2,0,2,1,0,3,1,1,0,3,2,0
7355,1,1,2,0,2,1,0,3,2,1,2,3,2,1
7356,1,3,3,0,3,2,1,3,2,2,2,3,2,1
7358,0,4,4,1,3,4,2,4,4,2,3,3,2,2
7359,1,4,4,1,4,4,2,4,4,3,4,3,3,3
7360,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7361,0,1,1,1,0,1,0,0,0,0,0,1,2,0
7362,0,1,1,2,1,1,0,1,1,1,1,1,2,0
7363,0,3,1,2,1,1,0,1,2,2,1,2,2,1
7364,0,4,1,2,1,2,1,1,2,3,2,2,2,1
7365,0,4,1,2,1,3,2,1,2,4,3,2,2,2
7366,1,4,2,3,3,3,3,2,3,4,3,2,2,2
7367,0,4,2,3,4,4,3,3,3,4,3,3,3,3
7368,1,4,2,4,4,4,4,4,4,4,3,3,3,4
7369,1,0,2,0,0,0,0,1,0,0,1,1,1,0
7370,1,1,2,2,0,0,2,1,0,0,1,1,1,1
7371,0,1,3,2,0,1,2,2,1,2,1,1,1,1
7372,1,1,3,3,1,1,3,2,2,2,2,2,1,1
7373,1,1,4,3,1,1,3,3,2,2,2,2,2,3
7374,0,2,4,4,1,1,3,3,2,3,3,2,3,4
7375,1,4,4,4,1,2,3,3,2,3,3,3,3,4
7376,0,4,4,4,1,2,4,3,4,3,4,3,4,4
7377,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7378,0,1,0,0,1,1,0,0,0,0,1,0,0,0
7380,0,2,0,2,1,1,1,1,1,3,1,1,1,2
7381,1,3,1,2,1,2,1,1,1,3,1,2,3,2
7382,1,3,2,3,1,3,1,2,1,4,1,2,3,3
7383,0,3,2,4,1,3,2,3,1,4,3,2,3,3
7384,0,4,2,4,1,3,2,3,3,4,3,3,3,3
7385,1,4,4,4,4,4,4,3,3,4,3,3,3,3
7386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7387,0,0,0,1,1,0,0,2,0,0,1,0,1,0
7388,1,0,1,1,1,0,0,3,0,0,2,2,1,0
7389,1,0,2,1,1,1,1,3,2,0,2,2,2,0
7391,0,2,4,1,1,2,1,4,2,2,3,2,3,2
7392,0,2,4,2,1,3,2,4,2,2,4,2,3,3
7393,1,2,4,3,1,3,3,4,2,3,4,3,3,3
7394,0,3,4,4,2,3,3,4,3,4,4,3,3,3
7395,0,4,4,4,2,4,4,4,4,4,4,3,4,3
7396,0,0,0,0,2,0,0,0,0,0,0,1,1,1
7397,1,1,0,0,2,0,1,0,0,0,0,1,1,3
7398,0,2,0,0,2,0,2,0,1,0,1,1,1,3
7399,0,2,0,0,3,1,2,1,2,0,2,1,1,3
7401,1,3,1,2,4,2,3,3,2,1,2,2,1,3
7402,0,3,1,2,4,3,3,3,3,1,3,3,2,3
7404,1,3,4,3,4,4,4,4,4,2,3,4,3,4
7405,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7406,1,1,0,1,0,0,0,0,0,1,0,0,0,1
7407,0,1,0,2,0,1,2,0,0,2,0,1,0,1
7408,0,1,1,2,0,2,3,0,0,2,1,1,1,1
7409,1,3,2,2,1,3,3,0,0,2,1,1,1,2
7410,0,3,2,3,3,3,3,1,1,2,1,1,2,2
7411,1,4,2,3,3,3,3,2,1,2,2,1,2,3
7412,0,4,3,4,3,3,3,3,2,3,2,1,2,4
7414,1,4,4,4,3,4,4,3,2,4,3,3,4,4
7415,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7417,0,1,0,1,1,0,0,0,2,0,2,2,0,0
7418,0,1,0,1,2,0,0,1,2,0,3,2,0,2
7420,0,2,2,3,3,2,1,2,2,2,3,3,0,3
7421,1,2,2,3,4,2,1,2,3,3,3,3,2,3
7422,1,2,3,4,4,2,2,3,3,3,4,3,3,3
7423,1,3,3,4,4,2,3,3,3,3,4,4,3,4
7424,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7425,1,1,0,0,0,2,0,0,0,0,0,0,1,1
7427,0,2,1,1,1,2,2,1,1,1,0,2,2,1
7428,0,3,2,1,1,2,2,1,2,2,0,3,3,1
7429,1,4,2,1,1,2,2,2,3,2,0,4,3,2
7430,1,4,2,3,1,4,2,2,4,2,2,4,3,2
7431,0,4,3,4,1,4,3,2,4,3,2,4,3,4
7432,1,4,3,4,3,4,4,3,4,3,3,4,3,4
7433,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7434,1,0,1,0,0,0,2,0,0,0,1,0,0,1
7435,0,0,1,0,0,0,3,0,0,1,1,3,0,1
7436,1,1,1,1,0,0,4,0,0,1,1,3,1,1
7437,0,1,1,1,0,0,4,0,1,1,1,4,2,2
7438,0,1,2,1,2,1,4,0,1,2,1,4,2,3
7439,0,1,2,2,2,2,4,1,1,2,3,4,2,3
7440,0,2,2,3,3,2,4,3,2,2,3,4,2,3
7441,0,4,3,3,3,2,4,3,3,3,3,4,2,3
7442,0,4,3,3,3,3,4,4,4,4,3,4,3,3
7443,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7444,1,1,1,1,0,0,1,1,0,0,0,0,0,1
7445,0,2,1,1,0,1,1,2,2,0,1,0,0,1
7446,0,2,2,1,0,2,1,2,2,1,1,0,1,2
7447,0,2,2,2,1,2,2,2,2,1,1,1,2,2
7448,1,2,3,2,2,3,2,3,2,1,1,1,3,3
7449,0,2,3,2,2,3,4,3,3,2,1,2,3,3
7450,1,3,3,2,3,3,4,3,3,3,2,2,3,3
7451,0,3,4,3,3,4,4,4,3,3,2,3,3,4
7452,1,4,4,4,4,4,4,4,3,4,3,3,3,4
7453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7454,0,0,0,2,0,1,0,0,1,0,0,0,1,0
7455,1,0,0,2,0,3,0,0,1,0,1,0,2,0
7456,0,1,0,2,0,4,1,0,2,1,1,0,2,0
7457,0,2,0,4,1,4,1,0,2,1,1,1,2,0
7458,0,3,0,4,1,4,2,0,3,1,1,1,3,0
7459,0,3,1,4,2,4,2,1,3,1,2,2,4,0
7460,0,3,3,4,2,4,3,3,4,1,2,2,4,0
7461,1,3,3,4,4,4,3,3,4,2,2,2,4,2
7462,1,3,3,4,4,4,4,3,4,3,2,4,4,3
7463,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7464,0,1,1,0,0,1,0,2,0,0,0,2,0,0
7465,0,1,1,0,0,1,1,2,3,0,0,2,0,1
7466,1,1,1,1,1,2,1,3,3,0,1,2,0,1
7467,1,1,2,1,1,2,1,3,4,0,1,2,3,1
7468,1,2,2,1,2,2,2,3,4,0,1,3,3,1
7469,1,2,2,3,2,2,2,3,4,0,3,3,3,3
7470,1,3,3,4,3,3,3,3,4,1,3,3,3,4
7471,1,3,4,4,3,3,3,4,4,3,3,3,4,4
7472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7473,0,0,0,0,1,2,0,0,1,0,1,0,0,0
7474,0,0,1,0,1,4,1,0,1,0,1,1,0,1
7475,0,0,1,1,1,4,1,1,2,0,1,1,2,1
7476,0,0,3,1,2,4,1,1,2,0,1,2,2,3
7478,0,1,4,3,3,4,3,1,2,0,3,3,3,3
7479,0,1,4,3,3,4,3,1,3,1,3,4,3,4
7480,0,2,4,3,4,4,3,2,3,4,3,4,3,4
7481,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7482,0,0,0,1,0,1,0,0,1,0,1,0,1,1
7483,0,1,0,1,0,2,0,1,1,0,2,0,1,1
7485,1,1,1,3,1,2,2,2,2,0,2,1,1,3
7486,1,3,1,3,3,3,3,2,2,1,2,1,2,3
7487,0,3,2,4,4,3,3,2,3,1,2,2,3,3
7488,0,3,3,4,4,3,3,3,4,2,2,3,3,3
7489,1,3,3,4,4,3,4,3,4,3,3,3,4,3
7490,0,3,3,4,4,3,4,4,4,4,3,4,4,4
7491,0,1,1,0,1,1,0,0,0,1,1,0,0,0
7492,1,1,1,0,2,1,0,1,0,1,2,1,0,1
7493,1,2,2,0,2,1,1,1,0,1,2,1,1,2
7494,0,2,2,0,2,1,1,1,1,2,3,2,1,2
7495,0,2,3,1,2,1,2,2,2,3,3,2,1,2
7496,0,2,3,2,3,1,3,2,2,3,3,3,1,3
7498,1,3,4,3,4,4,3,2,2,4,3,4,3,3
7499,1,4,4,3,4,4,3,4,2,4,4,4,3,3
7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7501,1,0,2,1,1,0,0,1,0,0,0,0,1,1
7502,1,1,2,1,1,2,0,1,0,0,1,0,1,1
7503,1,1,2,1,1,2,2,2,0,1,1,1,1,1
7504,0,1,3,1,1,2,2,2,0,1,3,3,1,1
7505,0,2,3,1,1,2,3,3,1,1,3,3,2,1
7506,0,2,3,1,3,2,3,3,1,3,3,3,2,2
7507,1,2,3,3,3,2,3,3,2,4,3,3,3,2
7508,0,3,3,3,3,2,4,3,2,4,3,4,3,3
7509,1,3,3,3,4,3,4,3,4,4,3,4,3,4
7510,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7511,0,0,1,1,0,0,0,1,0,0,0,0,1,2
7512,1,0,1,2,1,1,2,1,0,1,0,0,1,2
7513,0,1,2,3,2,1,2,1,0,1,2,0,1,3
7514,1,2,2,3,2,2,2,1,0,1,3,0,2,3
7515,1,2,2,3,2,2,2,1,1,2,3,1,3,3
7516,1,3,2,3,2,2,2,1,2,2,4,2,3,3
7517,0,3,2,3,2,2,2,1,3,3,4,3,4,3
7518,1,4,2,3,4,2,3,3,3,3,4,3,4,3
7519,0,4,2,3,4,4,3,4,3,4,4,4,4,3
7520,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,0,0,2,1,3,2,3,0,1,1,1,1,2,1
7524,0,1,2,2,3,2,3,1,2,1,1,2,2,1
7525,0,2,2,2,3,2,4,1,2,1,2,2,2,2
7526,0,2,3,2,4,2,4,2,2,1,3,2,3,2
7527,0,2,4,2,4,3,4,2,2,1,3,4,4,2
7528,1,2,4,3,4,3,4,3,3,3,3,4,4,2
7529,1,2,4,4,4,4,4,3,3,4,4,4,4,3
7530,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7531,0,0,1,0,0,0,0,1,1,1,0,0,0,1
7532,0,0,2,0,1,1,1,2,1,2,0,0,0,1
7533,1,0,2,2,1,2,2,2,3,2,0,0,0,1
7534,0,1,3,2,1,4,2,2,3,2,1,0,1,1
7535,1,1,3,4,1,4,2,3,3,3,1,0,1,2
7536,1,2,3,4,1,4,3,3,3,3,1,2,1,2
7538,1,2,3,4,2,4,3,3,4,3,3,3,3,4
7539,1,3,3,4,2,4,4,3,4,3,4,4,3,4
7540,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7541,0,1,0,1,1,0,0,1,1,1,0,1,0,0
7542,1,1,0,1,1,0,2,1,2,1,1,1,0,1
7543,1,2,2,1,1,0,2,3,2,1,1,1,0,2
7544,0,3,3,2,2,0,2,3,3,1,3,1,0,2
7545,0,3,3,2,3,1,2,3,3,1,3,1,1,3
7546,1,3,4,3,4,2,2,3,3,2,3,2,1,3
7547,1,4,4,3,4,2,2,3,3,4,3,3,1,3
7548,0,4,4,3,4,3,4,3,3,4,3,4,2,4
7549,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7550,0,0,0,0,0,1,1,0,0,1,0,0,1,1
7551,1,1,2,2,1,2,1,0,0,1,0,0,1,2
7552,1,1,3,2,1,2,1,1,0,1,0,1,3,2
7553,0,1,3,2,1,2,1,1,1,2,1,1,3,3
7554,1,1,4,2,1,2,1,2,1,4,2,1,3,3
7555,1,2,4,2,2,3,1,2,2,4,2,3,3,3
7556,0,3,4,2,2,3,1,3,3,4,2,3,4,3
7557,0,3,4,3,3,3,2,4,3,4,3,3,4,3
7558,1,3,4,4,4,3,3,4,4,4,4,4,4,3
7559,1,1,0,0,0,2,1,0,0,1,0,0,0,1
7560,0,1,0,3,1,2,1,0,0,1,0,1,1,2
7561,0,1,1,3,1,3,2,0,1,1,0,2,1,2
7562,1,1,2,3,2,4,2,1,1,2,0,2,2,2
7563,1,2,4,3,3,4,2,2,2,3,1,2,2,2
7564,0,2,4,3,4,4,3,2,2,3,3,2,2,3
7565,0,2,4,3,4,4,3,3,3,3,3,3,2,4
7566,0,3,4,3,4,4,3,3,4,3,4,4,2,4
7567,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7568,0,1,1,1,0,0,1,0,0,0,1,1,0,1
7569,0,1,3,1,1,2,1,0,1,0,1,1,1,1
7570,1,1,4,1,1,2,2,0,1,1,2,1,2,1
7571,1,2,4,1,1,2,2,1,1,2,2,2,2,1
7572,0,3,4,2,2,2,2,1,2,2,2,4,2,1
7573,0,4,4,2,2,2,3,1,3,3,2,4,2,2
7574,0,4,4,3,3,3,3,1,4,4,2,4,3,2
7575,0,4,4,3,3,3,3,3,4,4,3,4,4,3
7576,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7578,1,1,0,1,1,0,1,0,0,1,2,1,1,0
7579,0,1,1,1,1,0,1,1,1,1,3,1,2,0
7580,0,2,2,1,1,0,1,1,3,1,3,2,2,0
7581,1,2,2,1,2,3,1,2,3,1,3,2,2,1
7582,1,3,2,1,2,3,2,2,3,1,4,2,3,2
7583,1,4,4,2,3,3,2,2,4,2,4,3,3,2
7584,0,4,4,2,3,3,2,4,4,3,4,3,3,4
7585,1,4,4,3,4,3,3,4,4,4,4,3,4,4
7586,0,1,1,1,0,1,1,0,1,0,0,1,0,0
7587,0,1,1,1,1,1,2,0,1,1,0,1,0,1
7588,1,1,1,1,2,1,2,0,2,1,1,1,1,2
7589,0,1,2,1,3,1,3,0,2,2,2,1,1,3
7590,0,2,2,1,3,1,3,0,3,3,2,1,2,3
7594,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7595,1,0,0,0,0,1,1,0,0,1,0,1,1,0
7596,0,2,1,0,1,2,1,1,0,2,0,1,1,0
7597,1,2,2,1,1,2,3,2,0,2,1,1,1,0
7598,0,2,2,1,2,3,3,3,0,2,1,3,1,0
7599,0,2,2,2,2,3,3,3,0,3,1,4,2,1
7600,0,3,3,2,3,3,3,3,0,3,2,4,2,1
7601,0,4,4,2,3,3,3,3,2,3,2,4,3,1
7602,1,4,4,2,4,3,3,4,2,3,4,4,4,1
7603,1,4,4,3,4,3,4,4,2,3,4,4,4,4
7604,1,0,0,1,0,1,0,0,2,1,0,0,1,0
7605,1,0,0,2,2,1,0,1,2,3,0,0,1,0
7606,1,0,0,2,2,1,1,1,2,3,1,1,2,1
7607,1,0,0,2,2,1,1,2,2,3,2,2,2,2
7608,0,0,2,2,2,1,1,2,4,3,3,2,2,3
7610,1,1,4,4,3,3,3,4,4,3,3,3,2,4
7611,0,2,4,4,3,3,3,4,4,4,4,4,2,4
7612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,0,1,0,0,0,0,1,0,1,0,0,0,1,1
7614,0,1,0,0,0,0,1,0,3,1,0,1,1,1
7615,0,1,0,2,1,1,1,1,3,1,0,1,1,2
7616,1,2,0,2,2,1,1,2,3,1,1,1,1,3
7617,0,3,1,2,2,1,1,3,4,1,1,1,2,3
7618,0,3,1,2,2,1,1,3,4,2,3,1,2,4
7619,0,3,2,2,2,1,2,3,4,2,3,2,3,4
7620,0,3,3,2,2,1,2,4,4,4,3,2,3,4
7621,1,3,4,2,2,2,4,4,4,4,4,3,3,4
7622,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7623,1,0,0,1,1,0,0,1,1,1,0,1,0,0
7625,0,0,1,1,2,2,1,1,2,3,0,1,2,1
7626,1,1,1,1,2,2,1,1,2,3,1,1,2,3
7627,0,2,1,1,2,2,1,1,3,3,2,1,3,3
7628,1,3,1,2,2,2,1,3,3,3,2,2,3,3
7629,0,4,1,2,2,2,1,3,3,4,2,3,4,3
7630,0,4,3,3,4,3,2,3,3,4,2,4,4,3
7631,0,4,4,3,4,3,3,4,3,4,3,4,4,4
7632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7633,0,0,1,0,1,0,0,0,0,0,0,2,1,0
7634,0,3,2,1,3,2,2,0,0,0,0,2,1,0
7635,0,3,2,2,4,2,2,0,1,1,0,2,2,0
7636,0,4,3,3,4,2,3,1,2,1,0,2,3,0
7637,1,4,3,4,4,2,3,1,3,2,0,2,3,2
7638,0,4,3,4,4,3,3,3,3,3,1,2,3,2
7640,0,4,4,4,4,3,4,4,4,3,3,4,3,3
7641,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7642,0,0,1,0,0,0,2,1,0,0,1,0,1,0
7643,1,0,1,0,1,1,3,1,1,0,1,0,1,1
7644,1,0,1,1,1,1,3,1,1,1,2,1,2,1
7645,1,0,1,1,2,1,3,2,2,2,2,1,3,1
7646,0,0,1,1,3,1,3,2,4,3,2,2,3,1
7647,0,2,2,4,3,1,3,3,4,4,3,2,3,2
7648,1,2,2,4,3,1,4,3,4,4,3,2,4,4
7649,0,3,2,4,4,2,4,3,4,4,3,3,4,4
7650,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7651,1,1,1,0,0,1,0,1,1,0,0,1,0,1
7652,0,1,1,0,1,2,0,2,2,1,0,1,1,1
7653,1,2,1,1,1,2,0,2,2,1,0,3,2,2
7654,1,2,3,1,2,3,1,2,2,1,1,3,2,3
7655,0,3,3,1,2,3,2,2,2,2,2,3,2,3
7656,1,4,4,2,3,3,2,2,2,3,2,3,3,3
7657,1,4,4,3,3,3,4,2,2,4,3,3,3,4
7658,1,4,4,4,4,3,4,4,4,4,3,3,3,4
7660,1,0,1,0,0,1,0,1,0,2,1,2,1,1
7661,0,0,1,0,2,3,1,2,0,2,1,2,2,1
7662,1,1,2,1,2,3,1,3,0,3,2,2,2,2
7663,0,1,2,2,2,3,1,3,1,4,2,2,3,3
7664,0,2,4,3,2,4,1,3,1,4,2,2,3,4
7665,0,2,4,3,2,4,3,4,2,4,2,3,3,4
7666,1,3,4,3,2,4,4,4,3,4,3,3,3,4
7667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7669,1,1,1,0,1,0,0,0,2,0,1,1,2,2
7670,0,2,2,0,2,0,0,0,2,0,1,2,2,2
7671,1,2,2,1,4,1,0,1,2,0,1,3,2,2
7672,0,2,2,2,4,1,1,1,2,2,1,3,3,2
7673,1,2,2,2,4,2,2,1,2,3,2,3,3,3
7674,0,3,2,2,4,2,2,2,2,3,2,4,4,3
7675,1,4,2,2,4,2,2,4,2,3,3,4,4,3
7676,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7677,0,0,0,2,0,0,0,0,0,1,1,0,0,1
7678,1,0,2,2,0,0,0,0,0,1,1,1,2,1
7679,1,1,2,2,1,0,2,1,1,1,1,2,2,1
7680,0,1,3,2,2,0,2,1,2,3,1,2,3,1
7682,1,1,4,3,3,2,3,1,3,3,3,3,3,2
7683,0,3,4,3,3,4,3,2,4,3,3,3,3,2
7684,0,3,4,4,4,4,4,3,4,3,4,3,3,3
7685,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7686,1,1,0,1,0,0,1,0,0,1,2,0,0,0
7687,1,1,0,1,1,1,3,1,0,1,2,0,0,1
7688,0,1,0,1,2,2,3,2,1,2,3,0,0,1
7689,0,2,0,2,2,3,3,2,1,2,3,1,0,1
7690,0,3,0,2,2,3,3,2,2,2,3,3,0,1
7691,1,3,0,3,2,3,4,2,3,2,3,3,0,3
7692,1,3,1,3,2,4,4,2,3,3,3,4,1,3
7693,1,3,1,3,2,4,4,3,3,4,3,4,3,3
7694,0,4,2,3,4,4,4,3,4,4,3,4,4,3
7695,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7696,1,1,0,0,1,0,1,1,0,0,0,0,0,1
7697,1,2,0,1,1,0,1,1,1,0,0,0,1,1
7698,0,2,1,1,1,0,2,1,1,0,0,2,1,2
7699,1,2,1,2,1,0,3,2,1,2,1,2,1,3
7701,1,2,2,3,3,2,3,2,3,3,2,2,2,4
7702,1,3,2,3,3,2,3,2,4,3,2,3,3,4
7703,0,3,3,3,4,2,3,2,4,3,4,4,3,4
7704,0,3,4,4,4,3,4,3,4,4,4,4,3,4
7705,1,1,0,0,0,1,0,1,0,0,0,0,2,0
7706,0,1,1,1,1,1,0,1,0,1,1,0,3,0
7707,0,1,1,1,1,1,0,2,0,1,2,1,3,1
7708,1,2,2,1,3,2,2,2,2,1,2,1,3,1
7709,0,2,3,1,3,3,2,2,2,3,2,2,3,2
7710,0,2,3,1,3,3,2,3,3,3,2,2,3,4
7711,1,3,3,1,4,3,2,4,4,3,2,3,3,4
7712,0,4,3,1,4,3,4,4,4,4,3,3,4,4
7714,1,2,1,1,1,1,0,0,0,2,0,0,0,0
7715,1,2,1,1,1,1,1,1,0,3,1,0,0,1
7716,0,2,1,2,2,2,2,2,0,4,1,1,0,1
7717,0,2,1,2,2,2,3,3,1,4,2,2,0,1
7718,1,2,1,2,2,2,3,3,2,4,2,3,1,2
7719,1,3,1,2,2,3,3,3,3,4,2,4,2,2
7720,1,3,1,3,3,3,3,3,4,4,4,4,2,2
7721,0,3,2,3,3,3,3,3,4,4,4,4,4,4
7722,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7723,1,0,2,1,0,1,1,1,0,0,0,1,0,0
7724,0,1,2,1,1,1,1,1,0,0,0,1,0,2
7725,1,1,3,1,1,1,3,1,1,1,0,1,0,2
7726,1,2,3,2,2,1,3,1,1,1,0,2,1,3
7727,0,3,3,3,2,2,3,1,1,1,0,4,2,3
7728,0,3,3,3,3,2,4,1,2,2,1,4,2,3
7729,1,3,3,4,3,2,4,1,3,3,2,4,3,3
7730,1,3,3,4,3,2,4,3,4,3,3,4,3,4
7731,0,4,3,4,4,3,4,3,4,3,3,4,4,4
7732,1,0,1,0,0,1,0,1,0,1,2,0,0,0
7733,0,0,2,1,0,1,1,1,0,1,2,1,2,0
7734,0,0,2,1,0,1,2,2,1,1,2,1,3,1
7735,0,1,2,1,0,2,2,2,1,1,2,2,3,2
7736,0,1,2,1,0,2,2,2,1,2,3,2,4,3
7737,0,2,3,2,0,2,2,2,1,4,3,2,4,4
7738,1,3,3,4,1,2,3,2,2,4,3,2,4,4
7739,1,4,3,4,2,3,4,3,3,4,3,2,4,4
7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7741,1,0,0,0,1,1,1,0,1,0,0,1,0,0
7743,1,1,1,0,2,1,1,2,2,0,1,2,1,1
7744,1,2,2,2,2,1,1,2,3,1,1,3,1,1
7745,1,2,2,2,4,1,1,3,3,2,1,3,1,3
7746,0,3,2,2,4,2,1,4,3,3,1,3,3,3
7747,1,3,2,3,4,3,2,4,4,3,2,3,3,3
7748,1,4,3,3,4,3,2,4,4,3,2,3,4,4
7749,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7750,0,0,0,0,0,0,0,0,1,1,1,0,1,0
7751,1,0,1,0,1,1,0,0,1,1,2,0,1,1
7752,1,0,2,2,1,2,0,1,1,1,2,1,1,2
7753,0,1,2,2,1,2,0,2,1,1,2,2,2,2
7754,0,2,3,2,2,3,0,2,2,1,2,2,2,2
7755,0,2,3,2,2,3,1,2,2,2,3,2,3,2
7756,1,2,3,2,3,3,1,2,3,3,3,3,3,3
7757,1,3,3,3,3,4,2,3,3,3,3,3,3,4
7758,0,4,3,3,3,4,3,3,3,3,3,4,4,4
7759,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7760,0,0,1,0,0,0,1,0,1,2,0,0,0,0
7762,1,0,2,0,1,0,1,2,2,3,0,2,1,0
7763,0,0,2,0,2,1,3,2,2,3,1,2,2,0
7764,0,0,2,1,2,2,3,2,4,3,2,2,2,0
7765,1,2,2,2,2,3,3,2,4,3,3,2,2,0
7766,1,2,2,2,2,3,3,3,4,3,3,2,3,2
