,result,A,2,3,4,5,6,7,8,9,10,J,Q,K
3307,0,1,0,0,3,1,0,1,0,3,1,0,0,1
3308,1,2,0,2,3,1,0,1,0,3,2,0,1,2
3309,0,2,0,3,3,1,0,2,1,3,2,1,2,2
3310,0,2,0,3,4,1,1,2,2,3,3,1,3,2
3311,0,3,2,3,4,1,1,2,2,3,3,2,3,2
3312,1,3,2,3,4,2,2,2,3,3,3,2,4,3
3313,1,4,2,4,4,2,4,3,3,4,4,2,4,3
3314,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3315,1,0,1,0,1,1,0,1,0,1,0,1,0,0
3316,0,0,2,0,1,2,0,1,0,1,1,2,0,1
3318,0,2,3,1,2,2,2,1,1,2,2,2,1,1
3319,0,2,3,2,2,2,3,2,2,2,3,2,1,1
3320,0,2,4,2,2,2,3,2,2,3,3,2,1,4
3321,1,2,4,2,2,2,4,2,2,4,4,2,2,4
3322,0,3,4,2,2,3,4,4,3,4,4,3,2,4
3323,0,3,4,2,2,4,4,4,4,4,4,4,3,4
3324,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,0,1,0,1,1,0,0,0,0,0,1,0,1,0
3326,1,1,1,1,3,1,0,0,1,0,2,0,1,0
3328,0,2,2,1,3,3,1,0,2,1,3,1,3,0
3329,0,2,2,1,3,4,1,2,3,1,3,2,3,0
3330,0,2,2,1,4,4,2,4,3,1,3,2,3,1
3331,0,2,2,1,4,4,3,4,3,2,3,2,3,3
3332,1,2,3,3,4,4,3,4,3,3,3,3,4,3
3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,0,0,1,0,0,0,1,0,0,0,0,0,0,2
3335,0,0,1,0,2,0,1,2,1,1,0,0,0,2
3336,0,1,2,0,2,0,1,2,2,1,1,0,2,2
3338,0,1,2,1,3,0,2,3,3,1,3,1,4,2
3339,1,2,2,1,3,0,2,3,4,2,3,2,4,2
3340,0,3,2,2,4,0,2,3,4,2,3,3,4,2
3342,1,4,4,4,4,3,2,3,4,3,4,4,4,3
3344,1,0,0,0,0,2,0,2,0,0,0,1,0,0
3345,0,0,0,1,1,3,0,3,0,1,0,2,0,0
3346,1,0,0,1,1,3,1,4,0,1,0,3,0,1
3347,0,0,0,2,1,4,1,4,1,1,1,3,2,1
3348,0,1,0,2,1,4,1,4,1,1,2,4,2,2
3350,0,2,1,3,4,4,2,4,1,3,2,4,2,4
3351,0,3,2,3,4,4,3,4,2,3,3,4,2,4
3352,0,3,2,4,4,4,4,4,3,4,3,4,3,4
3353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3354,0,0,2,1,0,0,0,0,1,0,0,0,2,0
3355,0,1,2,2,0,0,0,0,1,2,0,1,2,0
3356,0,2,3,2,0,0,0,1,2,2,1,1,2,0
3358,1,2,4,3,1,3,0,2,2,3,3,1,2,1
3359,1,3,4,3,2,4,1,3,2,3,3,1,2,2
3360,0,3,4,4,3,4,1,3,2,3,3,3,2,3
3361,1,3,4,4,4,4,2,4,4,3,3,3,2,3
3362,1,4,4,4,4,4,3,4,4,3,4,3,2,4
3363,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,0,1,0,1,0,0,0,0,0,0,0,0,0,2
3365,0,1,2,2,0,0,0,0,0,1,0,0,1,3
3366,0,3,3,2,0,0,0,1,1,1,0,0,2,3
3367,0,4,3,2,0,1,1,1,1,1,1,0,2,3
3368,0,4,3,3,1,1,1,1,1,1,3,0,2,4
3369,0,4,3,3,1,1,2,2,3,1,3,0,3,4
3370,0,4,3,4,2,1,2,3,4,1,3,1,3,4
3371,0,4,4,4,2,3,3,3,4,2,3,2,3,4
3372,0,4,4,4,4,4,3,3,4,3,3,3,3,4
3374,0,0,0,0,0,0,0,0,0,0,0,1,2,1
3375,0,1,1,1,0,0,0,0,0,0,0,1,3,1
3377,0,1,1,2,1,1,2,0,1,2,0,2,3,2
3378,0,2,3,2,1,1,2,0,1,2,1,3,3,2
3380,0,3,4,3,3,2,4,1,1,2,3,3,3,4
3381,0,3,4,3,4,3,4,2,2,3,3,3,3,4
3382,1,4,4,3,4,4,4,2,2,3,4,4,3,4
3383,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3384,0,0,0,1,0,1,1,0,0,1,0,0,1,0
3385,0,0,0,1,0,2,2,1,0,1,1,1,1,0
3386,0,0,1,2,0,2,2,1,0,3,1,2,1,0
3387,0,1,1,2,0,2,2,1,1,3,1,3,1,1
3388,1,2,1,2,0,3,2,2,1,3,2,3,1,1
3389,0,2,1,2,1,4,2,2,2,3,3,4,1,1
3390,0,3,1,2,1,4,2,2,2,4,4,4,2,1
3391,0,3,2,2,3,4,3,2,2,4,4,4,3,2
3392,1,4,2,3,3,4,3,2,2,4,4,4,3,4
3393,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3394,0,0,1,3,1,0,0,2,1,0,0,0,0,0
3396,1,2,1,3,1,0,0,3,1,0,2,0,2,1
3397,0,2,1,3,1,0,0,3,2,1,2,0,2,3
3398,0,2,3,3,3,1,1,3,2,1,2,0,3,3
3399,0,2,4,3,3,1,2,3,2,2,2,1,3,3
3400,0,2,4,3,3,2,3,4,2,2,3,2,3,3
3401,1,3,4,3,3,3,3,4,2,3,4,3,3,3
3402,1,4,4,4,4,4,4,4,3,3,4,3,4,3
3403,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3404,1,0,0,0,0,0,0,1,1,0,1,1,0,0
3405,1,1,0,1,1,1,0,2,1,0,2,1,0,1
3407,1,2,3,1,2,3,1,3,2,0,2,2,1,1
3408,1,3,4,2,2,3,2,3,2,1,2,2,2,2
3409,0,3,4,2,2,3,2,3,2,2,3,2,2,4
3410,1,4,4,2,2,3,2,3,2,4,3,3,2,4
3411,0,4,4,3,3,3,3,3,3,4,4,3,3,4
3412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,0,0,0,0,2,2,0,0,1,0,0,0,1,0
3414,0,1,0,1,2,2,0,1,1,0,0,0,2,1
3415,0,1,1,1,2,3,0,1,2,0,1,1,2,1
3416,0,1,1,1,2,3,2,1,2,0,2,1,2,2
3417,0,2,1,2,3,3,3,1,2,0,2,3,2,2
3418,0,2,2,2,3,3,3,1,4,1,2,3,2,3
3419,0,2,3,2,3,3,3,1,4,3,3,3,2,4
3420,1,3,3,3,4,3,4,3,4,3,3,3,2,4
3421,0,3,4,4,4,3,4,4,4,3,4,3,4,4
3423,0,2,1,0,0,1,0,0,1,1,1,2,0,1
3424,0,2,1,1,2,1,0,2,1,1,1,2,0,2
3425,0,2,1,2,2,1,0,2,1,1,2,2,2,3
3426,0,2,2,3,2,3,0,3,1,1,3,2,2,3
3427,1,2,2,3,3,4,0,3,2,3,3,2,2,3
3428,1,3,3,3,3,4,0,3,4,4,3,2,2,3
3430,0,4,4,4,4,4,2,4,4,4,4,3,3,4
3431,1,0,0,0,1,0,2,0,0,0,0,1,1,0
3432,0,0,0,1,2,3,2,0,0,1,1,1,1,0
3433,0,0,0,1,3,3,3,0,0,1,2,1,1,1
3434,1,1,0,1,3,3,3,1,1,1,2,2,1,1
3435,0,1,1,2,3,3,3,1,2,1,3,2,1,3
3436,1,1,3,2,3,3,3,2,2,1,4,2,3,3
3437,1,2,3,3,3,4,4,2,3,2,4,2,4,3
3438,1,2,4,4,4,4,4,2,3,3,4,3,4,4
3439,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3441,1,1,2,0,1,0,0,1,2,1,1,0,2,0
3442,1,1,2,2,1,0,0,1,3,1,1,1,2,2
3443,0,1,3,2,1,0,0,1,3,1,2,2,4,2
3444,1,1,3,3,2,1,0,1,3,1,2,3,4,3
3445,1,2,3,3,2,1,1,3,3,1,4,3,4,3
3446,1,2,3,3,2,2,2,4,3,2,4,3,4,4
3447,0,3,4,4,3,2,3,4,4,2,4,4,4,4
3448,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3449,1,0,0,0,1,1,0,0,0,1,1,0,0,1
3450,1,2,1,2,1,2,0,0,0,1,1,1,0,2
3451,0,3,1,2,1,3,2,0,1,1,1,1,0,2
3452,1,4,1,2,1,3,3,1,1,1,2,2,0,2
3453,0,4,3,3,2,4,3,1,3,1,2,3,0,2
3454,0,4,4,3,3,4,3,2,4,1,3,3,0,3
3455,0,4,4,3,3,4,4,2,4,1,4,3,2,3
3456,1,4,4,3,4,4,4,3,4,3,4,3,3,3
3457,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,0,0,0,1,0,1,0,1,0,0,0,1,1,0
3459,1,0,1,1,0,1,1,1,0,0,1,1,1,1
3460,0,0,1,1,1,2,2,1,2,1,1,1,1,1
3461,1,0,2,1,3,2,3,2,2,1,2,1,1,1
3462,0,1,2,1,3,2,3,3,3,1,2,1,2,1
3463,1,2,2,2,3,3,4,3,4,1,2,1,2,1
3464,1,2,2,2,3,4,4,3,4,3,3,2,2,1
3465,1,2,2,3,4,4,4,3,4,3,4,4,2,1
3467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,1,1,2,1,2,0,0,1,2,0,1,1,2,0
3470,0,2,3,1,2,0,1,1,2,1,1,2,2,0
3471,1,2,3,1,2,1,1,3,2,2,1,2,3,0
3472,1,2,3,3,4,1,2,3,4,2,1,2,3,0
3473,1,2,3,3,4,1,3,4,4,2,3,2,3,1
3474,0,3,3,3,4,2,3,4,4,2,3,3,4,1
3475,0,3,4,3,4,3,3,4,4,4,4,3,4,1
3476,0,3,4,3,4,4,3,4,4,4,4,3,4,4
3477,1,2,0,1,0,0,1,1,0,0,0,1,0,0
3478,0,2,1,1,1,0,1,1,0,0,0,1,1,2
3479,0,3,1,2,1,0,1,1,1,0,0,3,1,2
3480,0,4,2,2,1,0,1,1,2,0,0,3,2,2
3481,1,4,3,2,1,1,1,1,2,0,2,3,2,3
3485,0,4,4,4,3,4,2,4,3,4,4,4,4,4
3486,1,0,0,0,1,0,2,0,2,0,0,0,0,0
3487,0,0,1,0,2,0,2,0,2,1,0,1,0,2
3488,1,0,2,1,3,0,2,0,2,1,0,2,1,2
3489,0,1,2,1,3,0,2,2,2,1,0,2,2,2
3490,0,2,3,1,4,1,2,2,2,1,0,3,2,2
3491,0,3,3,4,4,3,2,3,2,1,1,3,3,3
3492,1,3,3,4,4,3,2,3,3,1,3,3,3,4
3493,0,4,3,4,4,3,3,3,3,2,3,4,4,4
3494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3495,0,1,1,0,0,1,0,1,1,1,0,0,0,0
3496,0,1,2,1,0,3,0,1,1,2,0,0,0,1
3497,1,2,2,1,1,4,1,2,1,2,0,1,0,1
3498,0,2,3,1,1,4,1,2,2,3,0,1,2,1
3501,1,3,3,2,2,4,3,2,3,4,3,3,2,2
3502,1,4,4,3,3,4,3,3,3,4,3,4,2,2
3503,0,4,4,4,4,4,4,3,4,4,3,4,2,4
3504,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3506,0,1,0,0,1,2,0,0,1,1,1,1,0,1
3507,1,1,1,0,1,2,0,0,2,2,1,1,1,2
3508,0,1,2,1,2,2,1,0,2,2,2,1,1,3
3510,1,2,3,3,4,2,4,0,3,3,2,2,2,3
3511,0,2,3,3,4,2,4,0,4,3,3,3,3,3
3512,0,3,3,3,4,3,4,0,4,3,3,4,4,3
3513,1,3,4,3,4,4,4,2,4,4,3,4,4,3
3514,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,0,1,0,1,0,0,1,1,0,1,1,0,0,0
3517,0,2,1,2,2,0,1,3,1,2,2,0,1,0
3518,0,2,1,2,2,1,2,3,1,2,2,1,2,1
3519,1,2,1,2,3,1,2,3,2,3,2,3,2,1
3520,0,2,1,3,3,1,3,3,2,4,3,3,2,2
3521,1,3,4,3,4,1,3,3,2,4,3,3,4,2
3522,0,4,4,4,4,2,3,3,2,4,4,3,4,2
3523,0,4,4,4,4,3,4,4,2,4,4,3,4,4
3524,0,0,0,1,0,1,0,1,2,0,0,1,0,0
3525,1,0,1,2,1,1,0,1,2,0,1,1,0,1
3527,0,0,1,3,1,2,0,2,3,2,3,1,1,1
3528,0,1,2,3,1,3,0,3,3,2,3,2,1,1
3529,0,1,2,4,2,3,2,3,4,2,3,2,2,1
3530,0,2,2,4,3,3,2,3,4,2,3,3,3,2
3531,1,2,3,4,3,3,3,3,4,3,4,3,3,2
3532,1,2,3,4,3,3,4,4,4,4,4,3,4,3
3533,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,0,0,1,0,0,0,0,0,0,0,1,1,0,2
3535,0,1,2,0,1,0,0,0,1,0,1,1,1,2
3536,1,3,2,0,3,0,0,0,1,0,1,3,1,2
3537,0,3,2,2,3,0,2,0,1,1,1,3,2,2
3538,0,3,2,2,4,0,4,0,2,1,1,3,3,2
3539,1,3,2,2,4,2,4,0,3,1,2,4,3,2
3540,0,4,2,3,4,3,4,1,3,1,4,4,3,2
3541,1,4,3,3,4,3,4,2,3,2,4,4,4,3
3543,0,0,0,0,1,0,0,1,1,1,0,0,0,1
3544,0,0,0,2,1,0,0,1,1,1,0,1,1,2
3545,0,0,0,2,1,1,1,1,1,1,1,2,1,3
3546,1,0,0,3,1,1,3,1,1,2,1,3,1,3
3547,1,2,2,3,2,1,3,2,2,2,1,3,1,3
3548,0,2,2,3,3,2,3,2,3,2,2,3,2,3
3549,0,2,2,3,4,2,3,3,4,3,2,3,3,3
3550,0,2,3,3,4,3,3,3,4,3,3,3,4,4
3551,0,4,4,3,4,4,3,3,4,4,3,3,4,4
3552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,0,1,0,1,0,0,1,0,0,1,0,1,0,0
3554,0,1,1,1,1,0,1,1,1,1,1,1,0,1
3555,1,3,1,1,1,1,1,2,1,2,1,1,1,1
3556,1,3,1,1,1,1,4,2,1,2,1,1,1,3
3557,1,3,2,2,2,1,4,2,2,2,2,1,2,3
3559,1,3,3,3,3,2,4,3,2,4,3,3,4,3
3560,1,3,3,4,4,3,4,4,2,4,4,4,4,3
3561,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,0,1,0,0,0,1,0,1,0,0,1,0,0,0
3563,1,2,1,1,0,1,0,1,0,1,2,0,0,0
3564,0,2,2,3,0,2,1,1,0,3,2,0,0,0
3565,0,2,3,3,1,2,1,2,1,3,2,1,0,0
3566,1,2,3,3,1,2,1,3,1,3,2,3,0,1
3567,1,2,3,3,1,3,2,4,1,3,2,3,1,2
3568,0,3,3,3,2,3,3,4,1,3,3,4,2,2
3569,0,3,3,4,3,3,4,4,2,3,4,4,2,2
3570,0,3,3,4,4,3,4,4,3,3,4,4,3,4
3571,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,1,1,1,0,0,1,0,0,0,0,1,0,0,1
3573,1,2,2,0,0,1,0,0,0,0,1,1,0,2
3574,0,2,2,0,0,1,0,0,1,1,2,2,0,2
3575,0,2,2,0,0,2,0,2,1,2,2,2,0,3
3576,1,4,3,0,1,2,0,2,1,2,2,2,0,4
3577,0,4,3,2,1,2,2,3,1,2,2,2,1,4
3578,0,4,3,3,1,2,3,3,2,2,2,2,3,4
3579,0,4,3,3,4,4,3,3,2,3,3,3,4,4
3581,0,1,0,0,0,0,0,0,1,1,0,1,0,0
3583,0,2,2,1,0,0,1,0,2,2,2,1,0,0
3584,0,2,3,1,2,0,2,0,2,3,2,1,0,1
3585,0,3,3,1,3,0,3,0,3,3,2,2,0,1
3586,0,3,3,2,3,1,3,1,3,3,2,3,0,2
3587,0,3,4,2,3,2,3,1,3,3,3,3,1,3
3588,1,4,4,2,3,2,3,1,4,4,4,3,1,3
3589,0,4,4,3,3,3,3,3,4,4,4,3,2,4
3591,0,0,0,0,0,0,0,0,0,0,1,1,2,0
3592,1,1,1,1,0,1,0,1,0,1,1,1,2,0
3593,1,1,1,1,1,2,1,2,1,2,1,1,2,0
3594,0,2,1,1,2,3,2,2,3,2,2,1,2,0
3595,1,2,2,1,2,4,3,2,4,2,3,1,2,1
3596,1,2,2,1,3,4,4,3,4,3,4,1,2,2
3597,0,2,2,2,4,4,4,3,4,3,4,2,3,3
3599,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,0,0,1,0,0,0,1,0,0,1,0,2,0,0
3601,0,1,1,1,0,1,1,0,0,1,1,2,1,0
3602,1,2,1,2,1,2,1,0,1,1,1,2,1,1
3603,1,3,1,2,2,2,1,1,1,1,1,2,1,2
3605,1,3,1,2,3,3,2,3,2,2,1,4,2,3
3607,0,3,3,3,4,4,4,3,4,3,2,4,4,3
3608,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,1,0,0,0,0,0,1,1,0,1,0,0,0,2
3610,0,2,1,1,2,0,1,1,0,1,0,1,0,2
3611,1,2,1,1,3,1,2,1,0,1,1,1,1,2
3612,0,3,1,1,3,2,2,1,2,1,1,1,1,4
3613,1,3,2,3,3,4,2,2,2,1,1,2,1,4
3614,1,4,2,4,3,4,2,3,2,1,1,3,1,4
3615,0,4,4,4,3,4,3,3,2,1,2,4,2,4
3616,1,4,4,4,4,4,3,3,2,3,3,4,3,4
3617,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,1,0,2,0,0,0,0,0,1,0,1,0,1,1
3619,1,0,4,0,0,0,1,1,2,0,1,2,1,1
3621,0,1,4,1,0,1,1,1,2,3,3,2,2,1
3622,0,1,4,3,0,1,2,1,3,3,3,3,3,1
3623,0,2,4,3,0,2,2,2,3,3,3,4,3,1
3624,0,2,4,4,1,4,2,4,3,3,3,4,3,1
3625,0,3,4,4,2,4,3,4,3,3,4,4,4,2
3626,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,1,0,0,0,0,0,1,0,1,1,1,0,0,1
3628,0,1,0,0,0,0,2,1,1,1,2,0,0,1
3630,1,2,1,1,2,0,2,2,2,2,2,1,0,2
3631,0,3,2,1,3,1,2,2,2,2,2,2,1,2
3632,0,3,2,2,4,2,2,2,3,2,2,2,1,3
3633,1,3,2,2,4,4,3,4,3,2,2,2,1,3
3634,0,3,2,2,4,4,3,4,3,3,3,3,2,3
3635,1,4,2,2,4,4,3,4,3,4,4,3,3,3
3636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,0,0,1,0,1,0,0,0,1,0,2,0,0,1
3638,1,0,1,0,1,0,1,0,1,0,2,1,1,2
3639,1,1,2,2,1,1,1,1,2,0,2,2,1,2
3640,0,2,2,2,1,2,1,1,2,0,4,2,1,2
3641,1,3,2,2,2,2,2,1,3,0,4,3,1,2
3642,0,3,3,4,3,3,2,2,3,2,4,3,1,2
3643,1,3,4,4,3,3,3,4,3,3,4,3,1,2
3644,0,3,4,4,3,3,4,4,3,3,4,4,4,2
3645,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,0,0,0,0,1,0,0,1,1,1,0,0,0,1
3647,0,0,0,0,1,1,0,1,1,1,2,0,1,1
3648,0,0,0,1,1,2,0,1,2,2,2,0,2,1
3649,0,0,0,1,1,2,1,1,2,3,3,1,2,1
3650,0,0,2,1,2,2,1,2,2,3,3,2,2,2
3651,1,0,2,2,2,2,2,2,3,3,3,3,3,2
3652,0,1,3,2,2,3,2,2,4,3,4,3,3,3
3653,1,2,4,2,3,4,3,2,4,4,4,3,3,3
3654,0,4,4,4,3,4,3,2,4,4,4,4,4,4
3655,1,1,2,0,1,0,2,2,0,0,0,0,0,0
3658,1,2,2,0,3,0,3,2,0,1,3,2,1,4
3659,0,2,3,0,3,0,3,2,1,2,3,2,3,4
3660,0,4,3,1,3,1,3,2,2,3,3,2,3,4
3661,1,4,3,2,3,1,4,2,3,3,4,2,4,4
3662,0,4,4,3,4,3,4,3,4,3,4,3,4,4
3663,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,0,0,0,0,0,0,0,0,1,1,1,0,0,1
3665,0,1,1,0,0,2,1,0,2,1,1,1,0,1
3666,0,1,1,0,0,2,1,2,2,1,2,1,1,2
3667,1,1,2,1,0,2,2,2,2,1,2,2,2,2
3668,0,1,2,2,1,2,2,4,3,2,2,2,2,2
3669,0,1,2,2,2,3,2,4,3,3,3,2,3,2
3670,1,2,2,2,2,3,3,4,3,4,3,2,3,3
3671,0,4,2,2,2,3,4,4,4,4,4,3,3,4
3672,1,4,2,3,4,3,4,4,4,4,4,4,4,4
3673,1,1,2,1,0,1,1,0,0,0,0,1,1,0
3674,1,2,2,1,0,1,1,1,0,0,1,1,1,1
3675,1,2,2,2,0,3,1,1,0,0,2,2,1,2
3676,1,2,2,2,2,3,2,1,1,1,2,2,2,2
3677,0,3,2,3,2,3,2,1,1,2,3,3,2,2
3679,0,3,2,4,4,4,3,2,3,3,3,3,2,4
3680,0,3,3,4,4,4,3,3,4,3,3,4,3,4
3681,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3682,1,1,0,0,0,0,0,1,0,1,0,0,1,0
3684,1,1,1,0,1,2,2,2,1,1,1,1,1,1
3685,1,1,2,0,1,3,2,2,3,3,1,1,1,1
3687,0,2,3,3,1,3,3,3,4,3,2,2,2,2
3688,0,2,4,3,1,3,4,3,4,3,2,3,2,3
3689,1,2,4,3,2,4,4,4,4,4,2,4,2,3
3690,0,3,4,4,2,4,4,4,4,4,3,4,3,3
3691,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,0,0,1,0,1,0,0,1,0,0,1,1,0,1
3693,1,1,2,0,1,0,1,1,0,0,1,1,1,1
3694,0,3,2,0,2,0,1,1,0,0,1,1,1,2
3695,1,3,2,1,2,0,2,1,0,1,1,1,1,3
3697,0,3,3,3,2,1,2,3,1,1,2,2,2,4
3698,0,3,3,4,2,1,3,3,1,1,2,4,2,4
3700,0,3,3,4,2,2,3,4,3,3,3,4,4,4
3701,0,3,4,4,2,4,4,4,3,4,4,4,4,4
3702,1,1,1,1,3,0,0,0,1,0,0,0,0,0
3703,0,2,1,1,3,0,1,0,1,0,0,1,1,0
3704,0,2,2,2,3,0,1,0,2,0,0,2,2,0
3706,0,3,3,3,3,1,2,1,2,1,3,2,2,1
3707,0,3,3,3,3,2,2,1,4,1,3,3,2,2
3708,0,4,3,3,3,2,2,1,4,2,3,3,4,2
3709,1,4,3,3,3,3,3,1,4,3,3,4,4,2
3710,1,4,4,4,4,3,3,3,4,3,4,4,4,3
3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3712,1,1,0,0,1,0,0,1,0,1,0,1,0,0
3713,0,1,0,0,1,0,1,2,1,1,0,2,0,1
3714,0,2,0,2,1,0,1,2,2,1,0,2,2,1
3715,1,2,0,2,3,0,1,3,2,2,1,2,2,1
3716,0,2,1,3,3,1,1,4,2,2,2,2,2,2
3717,0,2,2,3,3,2,1,4,3,2,3,2,3,2
3718,1,3,3,4,3,2,1,4,3,2,3,3,4,2
3719,0,3,3,4,4,3,1,4,3,3,4,4,4,2
3720,0,4,3,4,4,4,4,4,4,3,4,4,4,2
3721,1,0,2,0,0,0,0,1,0,1,0,0,0,2
3722,0,0,2,2,0,0,2,1,0,1,0,1,1,2
3724,1,0,2,2,1,2,2,2,2,1,1,3,2,2
3725,0,0,3,2,1,2,3,2,2,3,3,3,2,2
3726,0,1,3,2,2,2,3,4,3,3,3,3,2,2
3728,0,3,4,4,3,4,3,4,3,3,4,4,3,2
3729,0,4,4,4,3,4,3,4,3,4,4,4,4,3
3730,0,0,0,0,1,1,1,0,1,0,0,0,0,1
3731,0,0,1,0,1,2,1,0,1,1,1,1,0,1
3732,0,0,2,0,1,2,2,0,1,2,1,2,0,1
3733,0,1,2,0,2,2,2,0,1,2,1,2,2,2
3735,1,1,2,0,2,3,2,1,1,3,3,3,3,3
3736,0,3,2,1,3,3,2,2,1,3,3,4,3,3
3737,0,3,3,2,4,3,2,4,1,3,3,4,4,3
3738,0,3,3,3,4,3,2,4,3,4,3,4,4,4
3739,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3740,0,1,0,1,1,1,0,1,0,0,1,0,0,0
3741,0,1,0,1,1,1,2,1,0,0,2,1,0,0
3742,1,1,0,2,1,2,3,1,0,0,2,2,1,0
3743,1,1,2,3,1,3,3,2,0,1,2,2,2,0
3744,1,1,2,3,2,3,4,2,0,1,2,2,3,2
3745,0,2,2,3,2,3,4,3,1,2,2,3,3,2
3746,1,4,3,4,2,3,4,3,3,3,2,3,3,2
3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3749,1,1,0,0,0,0,0,0,0,0,0,1,0,2
3750,1,2,0,1,0,0,2,0,0,0,1,1,1,2
3751,1,2,0,1,0,0,3,0,2,0,1,2,1,3
3752,1,2,2,3,2,0,4,2,2,2,1,2,1,3
3753,0,4,4,3,3,0,4,2,3,3,1,2,2,3
3754,1,4,4,4,4,1,4,3,3,3,2,2,3,3
3755,0,4,4,4,4,3,4,4,3,3,3,3,3,3
3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3757,1,1,1,0,0,0,0,0,1,0,0,1,0,1
3758,0,1,1,0,0,1,0,1,2,0,0,2,1,1
3759,0,2,1,1,0,1,2,2,2,0,0,2,1,1
3760,0,2,1,2,0,1,2,2,2,2,0,3,1,2
3761,1,2,2,3,2,1,2,2,2,2,2,3,1,2
3762,1,3,2,4,2,1,3,2,2,3,3,3,2,2
3763,1,3,2,4,2,4,4,2,3,3,3,4,2,2
3764,0,3,2,4,3,4,4,4,3,3,3,4,3,3
3765,1,4,3,4,4,4,4,4,3,4,3,4,3,4
3766,0,0,1,0,0,1,0,0,1,0,1,0,1,0
3767,1,0,2,0,1,1,1,0,1,0,2,0,1,1
3768,0,0,3,0,1,1,1,1,1,0,3,1,1,2
3769,0,3,3,0,1,2,2,2,1,1,3,1,1,3
3770,0,3,4,1,1,2,2,2,1,3,3,2,1,3
3771,1,4,4,3,2,3,3,2,1,3,3,2,1,4
3772,1,4,4,4,4,3,3,2,1,4,4,3,1,4
3773,0,4,4,4,4,4,4,2,3,4,4,3,3,4
3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3775,0,0,1,0,1,0,1,1,0,1,1,0,0,0
3776,0,0,1,0,1,0,2,1,0,2,1,1,1,0
3779,1,1,2,0,2,3,2,2,2,2,1,1,3,3
3780,0,3,3,0,2,4,2,2,2,2,1,2,3,4
3781,1,3,4,0,2,4,3,3,3,2,2,2,3,4
3782,0,3,4,1,3,4,4,3,4,3,2,3,3,4
3784,0,1,0,3,1,0,1,0,0,0,2,0,0,0
3785,1,1,0,3,1,1,2,0,1,0,3,0,0,1
3786,0,3,1,3,1,1,3,0,1,1,3,1,0,1
3788,1,3,2,3,1,2,3,2,2,1,4,1,1,3
3789,0,4,3,3,1,2,4,2,2,1,4,2,1,3
3790,1,4,3,3,1,3,4,3,3,1,4,2,2,3
3791,0,4,3,3,1,3,4,3,4,3,4,2,3,3
3792,0,4,3,4,2,3,4,3,4,4,4,3,3,4
3793,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3794,1,0,0,1,0,1,0,0,2,0,1,1,0,0
3795,1,1,0,1,0,1,1,0,2,1,1,1,1,0
3796,0,2,0,1,0,1,1,1,3,1,1,2,1,0
3797,1,2,0,2,0,1,1,2,4,3,1,2,1,0
3798,0,2,1,2,0,2,1,2,4,3,2,2,2,1
3799,0,2,3,2,1,3,1,2,4,3,2,3,3,1
3800,0,3,4,2,3,4,3,3,4,3,3,3,3,1
3801,1,4,4,3,3,4,3,3,4,4,3,3,3,2
3802,0,4,4,4,3,4,4,4,4,4,3,3,3,4
3803,1,0,0,0,1,0,0,1,0,0,1,1,1,0
3804,1,1,1,0,1,0,1,1,1,0,1,1,1,1
3805,0,2,2,1,1,0,1,1,1,1,1,1,1,3
3806,0,2,2,1,2,0,2,1,1,2,2,1,2,3
3807,0,3,2,2,2,1,2,1,3,3,2,1,2,3
3808,0,3,3,2,3,1,2,1,3,4,2,2,3,3
